WineIndex,Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
861,Red,Tempranillo 2018,Spain,Castilla y León,Venta Morales,3.5,128,7.4,2018
862,Red,Pinot Nero 2017,Italy,Südtirol - Alto Adige,Castel Sallegg,3.5,128,13.95,2017
863,Red,Dedicato Tannat 2013,Brazil,Serra Gaúcha,Monte Paschoal,3.9,128,15.55,2013
864,Red,Tortoniano Barolo 2006,Italy,Barolo,Michele Chiarlo,3.9,128,29.19,2006
865,Red,Iirrésistible Côtes de Provence 2015,France,Côtes de Provence,Domaine de la Croix,3.8,128,29,2015
866,Red,Diamond Collection/Selection Shiraz 2019,Australia,South Eastern Australia,Rosemount,3.7,128,5.95,2019
867,Red,Malleolus 2017,Spain,Ribera del Duero,Emilio Moro,4.3,1281,27.05,2017
868,Red,No Name 2015,Italy,Piemonte,Borgogno,4,1285,25.55,2015
869,Red,Blacksmith Cabernet Sauvignon 2017,Australia,Barossa,Langmeil,3.9,129,16.9,2017
870,Red,Ocho y Medio Malbec 2018,Spain,La Mancha,Finca La Estacada,3.6,129,5.49,2018
871,Red,Riscal Roble Tempranillo 2013,Spain,Castilla y León,Marqués de Riscal,3.4,129,6.39,2013
872,Red,Pannobile Red 2015,Austria,Burgenland,Paul Achs,3.8,129,29.9,2015
873,Red,Terra d'Eclano Aglianico Irpinia 2013,Italy,Irpinia,Quintodecimo,4.2,129,43.65,2013
874,Red,Unico 2010,Spain,Ribera del Duero,Vega Sicilia,4.7,129,320,2010
875,Red,Allnatt Rouge Souplesse 2018,France,Languedoc,Paul Mas,3.8,129,7.49,2018
876,Red,Due Rosso 2017,Italy,Veneto,Giannitessari,4,129,9.5,2017
877,Red,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Guinot,3.4,129,15.9,2011
878,Red,Graves 2016,France,Graves,Château Haura,3.5,129,17.95,2016
879,Red,Le Stanze Toscana 2011,Italy,Toscana,Poliziano,4.1,129,33.95,2011
880,Red,Carmignano Riserva Trefiano 2012,Italy,Carmignano,Capezzana,4,129,34.58,2012
881,Red,Pessac-Léognan (Grand Cru Classé de Graves) 2013,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,129,261.25,2013
882,Red,Bordeaux Supérieur 2011,France,Bordeaux Supérieur,Château Lafite Monteil,3.5,129,9.95,2011
883,Red,Coto Real Reserva 2005,Spain,Rioja,El Coto,3.8,129,29.19,2005
884,Red,Liala Negroamaro 2018,Italy,Salento,Masseria Borgo dei Trulli,4.3,129,19.95,2018
885,Red,Syrah 2017,South Africa,Franschhoek,La Motte Wine Estate,3.9,129,16.95,2017
886,Red,Fetească Neagră 2017,Romania,Dealu Mare,Vitis Metamorfosis,3.8,129,7.5,2017
887,Red,Conde de Valdemar Tempranillo 2018,Spain,Rioja,Bodegas Valdemar,3.5,129,5.99,2018
888,Red,Lou Coucardié Rouge 2014,France,Costières-de-Nîmes,Michel Gassier,4,129,24.09,2014
889,Red,Zweigelt 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.5,129,10.95,2016
890,Red,Cabernet Sauvignon 2016,South Africa,Stellenbosch,Neil Ellis,3.8,129,12.9,2016
891,Red,Pinotage 2014,South Africa,Stellenbosch,Welmoed,3.2,129,8.32,2014
892,Red,Campogiovanni Brunello di Montalcino 2012,Italy,Brunello di Montalcino,San Felice,4.2,1293,33.85,2012
893,Red,Barolo 2014,Italy,Barolo,Borgogno,3.9,1295,50.85,2014
894,Red,V Reserva 2014,Spain,Rioja,Bodegas Faustino,3.7,1296,9.7,2014
895,Red,Chianti 2017,Italy,Chianti,Ricasoli,3.5,1297,7.85,2017
896,Red,Terra Romana Fetească Neagră 2016,Romania,Dealu Mare,Serve,3.5,130,10.5,2016
897,Red,Foundation Pinotage 2018,South Africa,Coastal Region,Nederburg,3.6,130,5.81,2018
898,Red,Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2015,Italy,Chianti Classico,Ruffino,3.9,130,34.99,2015
899,Red,Langhe Nebbiolo 2017,Italy,Langhe,La Spinetta,3.9,130,18.03,2017
900,Red,Cellar Selection Carmenère 2018,Chile,Central Valley,Santa Carolina,3.6,130,5.95,2018
901,Red,Kallista 2013,South Africa,Stellenbosch,Vriesenhof,4.1,130,29.19,2013
902,Red,4 Meses Red 2017,Spain,La Mancha,Volver,3.7,130,8.38,2017
903,Red,Cabernet Sauvignon 2016,South Africa,Coastal Region,Fleur du Cap,3.6,130,12.03,2016
904,Red,Cabernet Sauvignon (1685 series) 2016,South Africa,Stellenbosch,Boschendal,3.7,130,16.99,2016
905,Red,Cabernet Sauvignon 2015,United States,Sonoma Valley,Schug,4,130,38.94,2015
906,Red,Amarone della Valpolicella Monte Lodoletta 2012,Italy,Amarone della Valpolicella,Dal Forno Romano,4.7,130,270.63,2012
907,Red,Clos Baltasar 2015,Spain,Calatayud,San Alejandro,3.9,130,13.54,2015
908,Red,El Viejo 2017,Spain,Toro,Matsu,4.1,130,28.3,2017
909,Red,Barolo La Serra 2014,Italy,Barolo,Mauro Molino,4.2,130,48.64,2014
910,Red,The Montelena Estate Cabernet Sauvignon 2001,United States,Calistoga,Chateau Montelena,4.4,130,153.9,2001
911,Red,Seven Flags Pinot Noir 2016,South Africa,Elgin,Paul Cluver,4.3,130,56.74,2016
912,Red,Arborina Barolo 2013,Italy,Barolo,Elio Altare,4.3,130,77.12,2013
913,Red,Reserva Special Blend 2016,Argentina,Patagonia,Bodega del Fin del Mundo,4.3,1302,35.89,2016
914,Red,Carmenère Reserva 2017,Chile,Colchagua Valley,Apaltagua,3.6,1303,10.5,2017
915,Red,Rioja La Vendimia 2017,Spain,Rioja,Palacios Remondo,3.7,1305,8.87,2017
916,Red,The Footbolt Shiraz 2016,Australia,McLaren Vale,d'Arenberg,3.6,1307,14.09,2016
917,Red,Bicicleta Cabernet Sauvignon 2017,Chile,Central Valley,Cono Sur,3.5,1308,6.9,2017
918,Red,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Gianni Brunelli,4,131,35.58,2017
919,Red,La Cumbre Syrah 2014,Chile,Aconcagua Valley,Errazuriz,4.3,131,57.42,2014
920,Red,Grand Reserve 2015,South Africa,Stellenbosch,Delheim,4,131,25.7,2015
921,Red,Rosso Piceno 2018,Italy,Rosso Piceno,Azienda Santa Barbara - Stefano Antonucci,3.5,131,7.5,2018
922,Red,Saint-Joseph Les Capelets 2015,France,Saint-Joseph,Pierre Amadieu,4,131,17.45,2015
923,Red,Brunello Di Montalcino Riserva 2009,Italy,Brunello di Montalcino,Caparzo,4.3,131,48.02,2009
924,Red,Eight Songs Shiraz 2013,Australia,Barossa,Peter Lehmann,3.8,131,35.09,2013
925,Red,Villa Cordevigo Rosso 2012,Italy,Rosso Veronese,Villabella,4.3,131,23.91,2012
926,Red,Les Terroirs Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Calmel & Joseph,3.7,131,7.75,2015
927,Red,Pian delle Mole Langhe Nebbiolo 2016,Italy,Langhe,Giulia Negri,3.8,131,15.5,2016
928,Red,Blauer Spätburgunder Trocken 2016,Germany,Pfalz,Knipser,3.9,131,11.2,2016
929,Red,Liaison Pinot Noir 2017,Germany,Baden,Enderle & Moll,3.8,131,19.72,2017
930,Red,Teroldego Rotaliano Vigilius 2015,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,4.1,131,24.27,2015
931,Red,Evaluna 2016,Italy,Garda,Sansonina,4,131,16.44,2016
932,Red,Clancy's Red Blend 2016,Australia,Barossa,Peter Lehmann,3.5,131,12.12,2016
933,Red,Syrah Pago Garduña 2014,Spain,Castilla y León,Abadia Retuerta,4.2,131,73.11,2014
934,Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,131,70.19,2011
935,Red,Aquilae Nero d'Avola 2014,Italy,Sicilia,CVA Canicatti,3.6,131,8.6,2014
936,Red,Sorì Tildìn (Barbaresco) Langhe 2014,Italy,Langhe,Gaja,4.6,131,470,2014
937,Red,Cervidoni Rosso Piceno 2016,Italy,Rosso Piceno,Tenuta di Tavignano,3.8,131,7.7,2016
938,Red,Château d'Ampuis Côte-Rôtie 2016,France,Côte-Rôtie,E. Guigal,3.9,131,99,2016
939,Red,Single Valley Lot Gran Reserva Syrah 2014,Chile,Colchagua Valley,Valdivieso,3.7,131,14.57,2014
940,Red,Saperavi - Cabernet 2015,Georgia,Kakheti,Mukhrani,3.9,131,14.9,2015
941,Red,Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,1310,67.26,2014
942,Red,Douro Tinto 2018,Portugal,Douro,Casal Garcia,3.7,1311,4.89,2018
943,Red,Pauillac (Grand Cru Classé) 2012,France,Pauillac,Château Lynch-Bages,4.3,1311,106.25,2012
944,Red,Red Blend N.V.,Chile,Lontue Valley,Caballo Loco,4.4,13136,34.07,
945,Red,Rara Neagra de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,1314,10.98,2018
946,Red,Malbec Argentino 2017,Argentina,Mendoza,Catena Zapata,4.6,1314,77.01,2017
947,Red,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Gruaud Larose,4.3,1317,94.95,2005
948,Red,Ebbio Nebbiolo Langhe 2018,Italy,Langhe,Fontanafredda,3.5,1318,14.21,2018
949,Red,120 Cabernet Sauvignon 2017,Chile,Central Valley,Santa Rita,3.4,1318,7.8,2017
950,Red,Château Trocard Bordeaux Supérieur 2012,France,Bordeaux Supérieur,Jean-Louis Trocard,3.2,132,9.26,2012
951,Red,Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Le Dome,4.6,132,399.95,2010
952,Red,Barolo Riserva Monfortino 2013,Italy,Barolo,Giacomo Conterno,4.8,132,1115.5,2013
953,Red,Tavkveri 2016,Georgia,Kakheti,Mukhrani,4.1,132,16.9,2016
954,Red,The Glass Collection Syrah 2014,South Africa,Stellenbosch,Glenelly,3.5,132,11.95,2014
955,Red,Rouge (Estate Reserve) 2013,South Africa,Stellenbosch,Morgenster Estate,4.1,132,36.5,2013
956,Red,Primocolle Chianti Classico 2016,Italy,Chianti Classico,Villa Cerna,3.7,132,14.73,2016
957,Red,Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.8,132,29.5,2013
958,Red,Les Crus Terrasses du Larzac 2016,France,Terrasses du Larzac,Calmel & Joseph,3.9,132,12.62,2016
959,Red,Galantas Gran Reserva Cabernet Franc 2016,Chile,Maipo Valley,Haras de Pirque,3.8,132,28.83,2016
960,Red,Cabernet Sauvignon 2017,South Africa,Western Cape,Protea,3.3,132,8.95,2017
961,Red,Preta Cuvée Grande Reserva 2008,Portugal,Alentejano,Fitapreta,4.3,132,35.09,2008
962,Red,Pinot Fin Bourgogne 2014,France,Bourgogne,Domaine Arnoux-Lachaux,3.6,132,39.69,2014
963,Red,Musar Jeune Rouge 2016,Lebanon,Bekaa Valley,Château Musar,3.8,1323,10.84,2016
964,Red,Reserva 2015,Spain,Rioja,Hacienda López de Haro,3.7,1323,9.95,2015
965,Red,Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Grattamacco,4.1,1325,51.36,2014
966,Red,Barolo 2015,Italy,Barolo,Elio Altare,4.2,133,62.57,2015
967,Red,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,133,32.88,2015
968,Red,Futures Shiraz 2015,Australia,Barossa,Peter Lehmann,3.8,133,15.03,2015
969,Red,'Rosso & Bianco' Shiraz 2016,United States,California,Francis Ford Coppola,3.8,133,13.25,2016
970,Red,Quinta Da Gricha Douro 2009,Portugal,Douro,Churchill's,4.6,133,56.84,2009
971,Red,Barolo Prapò 2010,Italy,Barolo,Ettore Germano,4.2,133,48.4,2010
972,Red,Rosso di Montepulciano Prugnolo 2018,Italy,Rosso di Montepulciano,Boscarelli,3.7,133,12.9,2018
973,Red,Zephyrus Shiraz 2017,Australia,Barossa,Sons of Eden,4,133,31.19,2017
974,Red,Teroldego Rotaliano 2016,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,3.9,133,11.45,2016
975,Red,Grand Grenache Gigondas 2012,France,Gigondas,Domaine Santa Duc,4,133,45,2012
976,Red,12 e Mezzo Negroamaro del Salento 2017,Italy,Salento,Varvaglione,3.8,133,7.31,2017
977,Red,La Bella Addormentata Terre di Chieti Sangiovese 2018,Italy,Terre di Chieti,Gran Sasso,3.6,133,7.32,2018
978,Red,Twin Oaks Cabernet Sauvignon 2018,United States,California,Robert Mondavi,3.2,133,7.69,2018
979,Red,Cuvée du Chaos Fleurie 2018,France,Fleurie,Les Bertrand,4.2,133,22.62,2018
980,Red,Limited Release Cabernet Sauvignon 2014,United States,Napa Valley,Black Stallion,4,133,106.89,2014
981,Red,Gries Lagrein Riserva 2017,Italy,Südtirol - Alto Adige,Nals Margreid,4.1,133,19.9,2017
982,Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,133,96.85,1998
983,Red,Cortevecchia Riserva Chianti Classico 2015,Italy,Chianti Classico,Principe Corsini,3.9,133,16.99,2015
984,Red,Le Redini 2015,Italy,Toscana,Tenuta Degli Dei,4,133,20.09,2015
985,Red,Sangre de Toro Original 2018,Spain,Catalunya,Torres,3.5,1331,6.73,2018
986,Red,Haut-Médoc 2005,France,Haut-Médoc,Château Sociando-Mallet,4.2,1331,59.95,2005
987,Red,The Guv’nor 2019,Spain,Valdepeñas,Félix Solís,4,1333,6.2,2019
988,Red,Gran Reserva Rioja (Tempranillo) 2011,Spain,Rioja,Ramón Bilbao,3.9,1334,18.23,2011
989,Red,Pinot Noir 2014,New Zealand,Marlborough,Brancott Estate,3.6,1335,9.99,2014
990,Red,Pauillac (Grand Cru Classé) 2000,France,Pauillac,Château Pichon Baron,4.5,1339,309.9,2000
991,Red,Selected Vines Malbec (Barrancas Vineyards) 2017,Argentina,Mendoza,Pascual Toso,4,134,15.16,2017
992,Red,Terralis Shiraz - Malbec 2015,Argentina,Mendoza,Trivento,3.4,134,6.99,2015
993,Red,Testamatta Toscana 2016,Italy,Toscana,Bibi Graetz,4.2,134,105,2016
994,Red,Mencia 2014,Spain,Valdeorras,A Portela,3.6,134,11.9,2014
995,Red,Compleo Cuvée Noire 2018,Switzerland,Zürich,Staatskellerei Zürich,3.9,134,17.06,2018
996,Red,Pommard 2015,France,Pommard,Bouchard Père & Fils,4,134,48.54,2015
997,Red,Merlot 2017,South Africa,Stellenbosch,Zonnebloem,3.8,134,8.29,2017
998,Red,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Le Gardera,3.8,134,8.78,2017
999,Red,Bandol Rouge 2016,France,Bandol,Gros' Noré,4.1,134,31.9,2016
1000,Red,Barolo Carobric 2006,Italy,Barolo,Paolo Scavino,4.3,134,74.69,2006
1001,Red,Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,134,341.18,2015
1002,Red,Endinger Engelsberg Spätburgunder Trocken 2015,Germany,Baden,Knab,3.7,134,16.95,2015
1003,Red,Cabernet Sauvignon Reserva 2017,Chile,Colchagua Valley,Veramonte,3.5,134,8.5,2017
1004,Red,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Saint-Pierre,4.1,134,82.86,2016
1005,Red,Shiraz 2018,South Africa,Stellenbosch,Guardian Peak,3.5,134,9.9,2018
1006,Red,Poggio alle Mura Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Banfi,4.2,1341,37.73,2011
1007,Red,Estate Cabernet Sauvignon 2016,Australia,Clare Valley,Taylors / Wakefield,3.7,1344,9.5,2016
1008,Red,Hécula Monastrell 2016,Spain,Yecla,Castaño,3.4,1344,8.78,2016
1009,Red,Crozes-Hermitage Rouge 2016,France,Crozes-Hermitage,E. Guigal,3.8,1348,19.9,2016
1010,Red,Cannubi Boschis Barolo 2013,Italy,Barolo,Virna,4.2,135,52.29,2013
1011,Red,Gigondas 2017,France,Gigondas,Domaine la Bouissiere,4.1,135,22.9,2017
1012,Red,Pian delle Vigne Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Antinori,4.1,135,55,2015
1013,Red,Merindol Syrah 2014,South Africa,Stellenbosch,Simonsig,3.9,135,24.27,2014
1014,Red,Caprasia Bobal 2016,Spain,Utiel-Requena,Vegalfaro,3.8,135,11.05,2016
1015,Red,The Long Walk Shiraz 2019,South Africa,Western Cape,Footprint,3.4,135,7.25,2019
1016,Red,Les Restanques de Pibarnon 2015,France,Bandol,Château de Pibarnon,3.8,135,28.55,2015
1017,Red,Madre Toscana 2009,Italy,Toscana,Poggio Antico,4.2,135,38.09,2009
1018,Red,Eolithe 2017,France,Saumur,Château de Fosse-Sèche,3.9,135,23.29,2017
1019,Red,Tenuta Greppone Mazzi Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Ruffino,4.1,135,46.6,2014
1020,Red,Enfant Sauvage 2017,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.7,135,16.47,2017
1021,Red,Pinotage 2013,South Africa,Stellenbosch,Kaapzicht,3.9,135,17.01,2013
1022,Red,Gevrey-Chambertin 2017,France,Gevrey-Chambertin,Domaine Trapet,4.1,135,84,2017
1023,Red,La Villa Real Tempranillo 2015,Spain,La Mancha,Bodega la Remediadora,3.4,135,6.54,2015
1024,Red,Bourgogne Pinot Noir 2011,France,Bourgogne,Hudelot-Noëllat,3.5,135,19.45,2011
1025,Red,Barolo del Comune di Serralunga d'Alba 2015,Italy,Barolo,Boasso,4.1,135,28.27,2015
1026,Red,Holy Moly Shiraz 2015,Germany,Pfalz,Schneider,4.1,135,31,2015
1027,Red,Haut-Médoc (Grand Cru Classé) 2005,France,Haut-Médoc,Château Cantemerle,3.9,1350,52.95,2005
1028,Red,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Lagrange,4.1,1354,69.95,2005
1029,Red,Vitral Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Viña Maipo,3.4,1354,7.5,2017
1030,Red,Cuvée Racoveanu Reserve 2013,Romania,Mehedinti,Corcova,4.1,136,17.5,2013
1031,Red,Reserva Merlot 2018,Chile,Colchagua Valley,de Gras,3.8,136,9.36,2018
1032,Red,Haut-Médoc 2016,France,Haut-Médoc,Château Belle-Vue,3.8,136,18.95,2016
1033,Red,Tupungato Passo Doble Malbec - Corvina 2018,Argentina,Tupungato,Masi,3.5,136,7.95,2018
1034,Red,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,Italy,Brunello di Montalcino,San Felice,4.4,136,105.73,2010
1035,Red,Mavrotragano 2016,Greece,Santorini,Domaine Sigalas,4.2,136,36.95,2016
1036,Red,Barbaresco 2014,Italy,Barbaresco,Giacosa Fratelli,3.2,136,12.7,2014
1037,Red,Moulin à Vent 2016,France,Moulin-à-Vent,Terres Dorées,3.8,136,17.9,2016
1038,Red,Don Tommaso Chianti Classico 2015,Italy,Chianti Classico,Principe Corsini,3.9,136,18.49,2015
1039,Red,Vecchie Vigne Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Siro Pacenti,4,136,75,2013
1040,Red,Traildust 2017,South Africa,Coastal Region,Beyerskloof,4,136,14.95,2017
1041,Red,Cabernet Sauvignon 2018,South Africa,Western Cape,Leopard’s Leap,3.4,136,7.45,2018
1042,Red,Barbaresco Basarin Riserva 2015,Italy,Barbaresco,Negro Angelo,3.8,136,29.5,2015
1043,Red,Cellar Selection Pinotage 2018,South Africa,Coastal Region,Kleine Zalze,3.6,136,9.5,2018
1044,Red,Le Crosare Valpolicella Ripasso Classico Superiore 2017,Italy,Valpolicella Ripasso Classico,Lenotti,3.9,136,10.67,2017
1045,Red,Iirrésistible Côtes de Provence 2016,France,Côtes de Provence,Domaine de la Croix,3.7,136,13.5,2016
1046,Red,La Chasselière Crozes-Hermitage 2015,France,Crozes-Hermitage,Domaine Michelas St Jemms,3.8,136,17.9,2015
1047,Red,Optima 2014,South Africa,Franschhoek,Anthonij Rupert,4.2,1361,22.99,2014
1048,Red,Valpolicella 2018,Italy,Valpolicella,Tommasi,3.5,1361,9.5,2018
1049,Red,Conde de Valdemar Reserva 2011,Spain,Rioja,Bodegas Valdemar,3.7,1364,10.89,2011
1050,Red,Laforet Bourgogne Pinot Noir 2015,France,Bourgogne,Joseph Drouhin,3.6,1365,15,2015
1051,Red,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Caparzo,4.1,1367,23.49,2014
1052,Red,Viña Alberdi Reserva 2014,Spain,Rioja,La Rioja Alta,4.1,1368,14.99,2014
1053,Red,Rioja 150 Aniversario 2010,Spain,Rioja,Marqués de Riscal,4.1,1369,59.99,2010
1054,Red,Cembali Nero d'Avola 2010,Italy,Terre Siciliane,Baglio di Pianetto,4,137,24.86,2010
1055,Red,Noà (Tenuta Presti e Pregni) 2016,Italy,Sicilia,Cusumano,3.9,137,25.95,2016
1056,Red,Pessac-Léognan 2017,France,Pessac-Léognan,Château Haut-Bailly,4,137,131.6,2017
1057,Red,Russiz Superiore Cabernet Franc Collio 2016,Italy,Collio,Marco Felluga,3.9,137,23.99,2016
1058,Red,Tempranillo 2015,Spain,Castilla,Maximo,3.4,137,4.16,2015
1059,Red,Haus & Hof Merlot 2018,Austria,Burgenland,Hannes Reeh,3.6,137,8.52,2018
1060,Red,Regaleali Nero d'Avola 2016,Italy,Terre Siciliane,Tasca d'Almerita,3.5,137,7.52,2016
1061,Red,Montornello Chianti Classico Riserva 2014,Italy,Chianti Classico,Bibbiano,3.8,137,18.97,2014
1062,Red,Barbera d'Alba 2017,Italy,Barbera d'Alba,Enzo Boglietti,3.9,137,17.29,2017
1063,Red,Saint-Estèphe 2015,France,Saint-Estèphe,Château Le Crock,4,137,32.65,2015
1064,Red,Fronsac 2016,France,Fronsac,Château Hauchat,3.7,137,10.66,2016
1065,Red,Max Reserva Merlot 2017,Chile,Aconcagua Valley,Errazuriz,3.7,137,14.9,2017
1066,Red,El Recio 2018,Spain,Toro,Matsu,4.1,137,12.2,2018
1067,Red,Alta Mora Etna Rosso 2017,Italy,Etna,Cusumano,3.7,137,12.95,2017
1068,Red,Musigny Grand Cru (Cuveé Vieilles Vignes) 1990,France,Musigny Grand Cru,Domaine Comte Georges de Vogüé,4.4,137,995,1990
1069,Red,Fronsac 2012,France,Fronsac,Château Moulin Haut-Laroque,3.8,137,19.45,2012
1070,Red,Classic Blaufränkisch 2017,Austria,Mittelburgenland,Hans Igler,3.7,137,8.8,2017
1071,Red,El Niño de Campillo Rioja 2018,Spain,Rioja,Campillo,3.6,137,9.99,2018
1072,Red,Pietra (Primitivo - Susumaniello) 2016,Italy,Salento,Menhir,4.1,137,12.9,2016
1073,Red,Gran Reserva 2012,Spain,Ribera del Duero,Protos,4.1,1371,43.8,2012
1074,Red,Grand Cru Sagrada Familia 2015,Chile,Lontue Valley,Caballo Loco,4.4,1372,27.2,2015
1075,Red,Cordillera Reserva Especial Carmenère 2017,Chile,Curico Valley,Miguel Torres,3.7,1375,15.13,2017
1076,Red,Gran Reserva Cabernet Sauvignon (Selección del Directorio) 2013,Chile,Colchagua Valley,Santa Helena,3.5,1377,9.49,2013
1077,Red,Montepulciano d'Abruzzo Marina Cvetic 2016,Italy,Montepulciano d'Abruzzo,Masciarelli,4.1,1379,20.4,2016
1078,Red,Single Vineyard Cabernet Franc 2015,Chile,Colchagua Valley,Valdivieso,3.9,138,16.38,2015
1079,Red,Nerello Mascalese 2013,Italy,Terre Siciliane,Di Giovanna,3.6,138,10.5,2013
1080,Red,Alicante - Mourvèdre 2013,Chile,Maule Valley,Erasmo,3.5,138,18,2013
1081,Red,Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Collosorbo,4,138,17.89,2017
1082,Red,Roda I Reserva Rioja 2015,Spain,Rioja,Bodegas Roda,4.4,138,46.5,2015
1083,Red,Serpaiolo Rosso Toscana 2017,Italy,Maremma Toscana,Serpaia di Endrizzi,3.9,138,9.5,2017
1084,Red,The Villain Cabernet Sauvignon 2015,Australia,McLaren Vale,Hugh Hamilton,3.8,138,17.35,2015
1085,Red,Villa Mura Merlot Veneto 2016,Italy,Veneto,Sartori,3.4,138,4.57,2016
1086,Red,Red Blend 2015,South Africa,Swartland,Badenhorst,3.8,138,24.9,2015
1087,Red,Mason Pinot Nero 2017,Italy,Südtirol - Alto Adige,Manincor,4.1,138,27.2,2017
1088,Red,Les Rabassières Côtes-du-Rhône Rouge 2017,France,Côtes-du-Rhône,Maison Bouachon,3.7,138,8.29,2017
1089,Red,Gran Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,TerraNoble,4,138,13.9,2017
1090,Red,Riserva Salice Salentino 2012,Italy,Salice Salentino,Paololeo,4.2,138,11.95,2012
1091,Red,Gaudenz Trocken 2016,Germany,Pfalz,Knipser,3.8,138,9.8,2016
1092,Red,Zane Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Boscaini Carlo,4.2,138,18.95,2016
1093,Red,Pinotage 2019,South Africa,Western Cape,Golden Kaan,3.7,138,5.79,2019
1094,Red,Melck's Blended Red 2015,South Africa,Stellenbosch,Muratie,3.7,138,9.05,2015
1095,Red,Fronsac 2010,France,Fronsac,Château du Carillon,3.6,138,9.9,2010
1096,Red,Le Naturel Red 2019,Spain,Navarra,Aroa,3.6,138,12.95,2019
1097,Red,Tinto 2009,Portugal,Bairrada,Vadio,3.8,138,25.9,2009
1098,Red,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château de Fieuzal,4,138,51.66,2016
1099,Red,Private Bin Merlot - Cabernet Sauvignon 2018,New Zealand,Hawke's Bay,Villa Maria,3.6,138,11.95,2018
1100,Red,Ultra Cabernet Sauvignon 2016,Argentina,Mendoza,Kaiken,3.8,1381,16.09,2016
1101,Red,Meandro Douro Tinto 2017,Portugal,Douro,Quinta do Vale Meão,4,1381,15.5,2017
1102,Red,Diamond Collection Merlot (Blue Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.8,1381,26.31,2016
1103,Red,La Groletta Amarone della Valpolicella 2016,Italy,Amarone della Valpolicella,Corte Giara,4.1,1382,33.76,2016
1104,Red,Gattinara 2016,Italy,Gattinara,Travaglini,4,1387,29.24,2016
1105,Red,Pipoli Aglianico del Vulture 2018,Italy,Aglianico del Vulture,Vigneti del Vulture,3.8,139,5.9,2018
